link,headline,datetime_posted,content,scraped_at,analysis_result
https://www.ndtv.com/world-news/cia-to-reduce-workforce-by-1-200-personnel-report-8316709,"US's Central Intelligence Agency To Cut 1,200 Jobs: Report","May 03, 2025 04:30 am IST","The CIA plans to shrink its workforce by some 1,200 positions, while other intelligence agencies will also shed thousands of jobs, the Washington Post reported Friday. The Trump administration has informed lawmakers about the planned cuts at the CIA, which will take place over several years and be accomplished in part through reduced hiring as opposed to layoffs, the newspaper said. Asked about the report, a CIA spokesperson did not confirm the specifics, but said that Director John Ratcliffe ""is moving swiftly to ensure the CIA workforce is responsive to the administration's national security priorities."" ""These moves are part of a holistic strategy to infuse the agency with renewed energy, provide opportunities for rising leaders to emerge, and better position CIA to deliver on its mission,"" the spokesperson said. The CIA earlier this year became the first US intelligence agency to join a voluntary redundancy program initiated by President Donald Trump, who has vowed to radically downsize the federal workforce in the name of efficiency and frugality.  Ratcliffe previously told lawmakers that under his leadership, the agency would ""produce insightful, objective, all-source analysis, never allowing political or personal biases to cloud our judgment or infect our products."" ""We will collect intelligence, especially human intelligence, in every corner of the globe, no matter how dark or difficult,"" as well as ""conduct covert action at the direction of the president, going places no one else can go and doing things no one else can do."" Addressing CIA officers, he said: ""If all of this sounds like what you signed up for, then buckle up and get ready to make a difference. If it doesn't, then it's time to find a new line of work.""  (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",2025-05-03 04:59:25,Positive
https://www.ndtv.com/india-news/s-jaishankar-speaks-to-eu-counterpart-after-pahalgam-terror-attack-8316440,S Jaishankar Speaks To EU Counterpart After Pahalgam Terror Attack,"May 03, 2025 02:18 am IST","External Affairs Minister S Jaishankar on Friday spoke to his counterpart from European Union Kaja Kallas and discussed the Pahalgam terror attack. Following the phone conversation, Jaishankar welcomed European Union's strong condemnation of terrorism in all forms and manifestations. ""Good to speak with EU HRVP @kajakallas this evening. Discussed the Pahalgam terrorist attack. Welcome European Union's strong condemnation of terrorism in all forms and manifestations,"" Jaishankar said on X. Kallas also spoke to Pakistan Foreign Minister Ishaq Dar. ""Rising tensions between India and Pakistan are alarming. I urge both sides to show restraint and pursue dialogue to ease the situation. Escalation helps no one,"" he posted on X. ""I spoke to both @DrSJaishankar and @MIshaqDar50 today to convey these messages,"" he said. (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",2025-05-03 04:59:28,Positive
https://www.ndtv.com/world-news/seven-dead-in-fiery-us-van-crash-near-yellowstone-8316274,Seven Dead In Fiery US Van Crash Near Yellowstone,"May 03, 2025 01:37 am IST","A fiery crash involving a passenger van near Yellowstone National Park has left seven people dead, US police said Friday. Detectives probing the crash said a pickup truck collided with a van carrying 14 people on Thursday evening by Henry's Lake in eastern Idaho. ""Tragically, six individuals in the van and the driver of the pickup died as a result of the crash,"" a statement from Idaho State Police said Friday. Pictures in local media showed a badly crumpled red truck and a van that had been engulfed in flames. Police said an air ambulance had been called in to transport victims to hospitals ""due to the severity of the injuries."" There was no information on the identities or nationalities of those caught up in the crash. Locals quoted by media said the road is usually busy because it leads to one of the entrances to Yellowstone. Millions of tourists -- domestic and international -- travel every year to Yellowstone, the first national park to be established in the United States, which covers portions of Wyoming, Idaho and Montana. It is home to thousands of geothermal features -- hot springs, mudpots, steam vents and about half the world's active geysers, including Old Faithful.  (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",2025-05-03 04:59:30,Negative
https://www.ndtv.com/world-news/pahalgam-attack-interim-pm-muhammad-yunus-aide-says-bangladesh-should-occupy-northeast-if-india-attacks-pakistan-8316056,"""If India Attacks Pak, Bangladesh Should..."": Muhammad Yunus Aide On Northeast","May 03, 2025 00:38 am IST","A former Bangladesh army officer and close aide of Chief Adviser Muhammad Yunus has suggested that Dhaka should collaborate with China to occupy India's northeastern states if it attacks Pakistan in response to the Pahalgam terror attack. Yunus' interim government on Friday distanced itself from the remarks made by Major General (Retd) ALM Fazlur Rahman on his social media account. In a Facebook post on Tuesday, Rahman wrote in Bengali, ""If India attacks Pakistan, Bangladesh should occupy the seven states of Northeastern India."" ""I think it is necessary to start discussions with China on a joint military arrangement in this regard,"" he added. Rahman was appointed by the Yunus-led interim government in December 2024 as the chairman of the National Independent Commission assigned to investigate the killings in the Bangladesh Rifles revolt of 2009.  Distancing itself from the former army officer's remarks, Bangladesh's Ministry of Foreign Affairs in a media release on Friday said, ""The comments do not reflect the position or policies of the government of Bangladesh, and as such, the government neither endorses nor supports such rhetoric in any form or manner."" The government urged all concerned to refrain from associating the state with the personal views expressed by Rahman, the Dhaka Tribune newspaper reported. Bangladesh remains firmly committed to the principles of sovereignty, territorial integrity, mutual respect, and the peaceful coexistence of all nations, the ministry said. Earlier in March, Chief Adviser Yunus, during his visit to China, had remarked that India's seven northeastern states, which share a nearly 1,600-km border with Bangladesh, are landlocked and have no way to reach the ocean except through his country. In his address at a business event in China, Yunus said Dhaka was the ""only guardian"" of the Indian Ocean in the region, as he invited Beijing to send goods through Bangladesh across the world. The comments did not go down well in New Delhi. It also drew sharp reactions from political leaders in India across party lines. Days after Yunus' controversial remarks, India in April withdrew the transhipment facility it had granted to Bangladesh for exporting goods to the Middle East, Europe and various other countries except Nepal and Bhutan. Bangladesh has been using several Indian ports and airports for its exports to West Asia, Europe, and many other countries. India has exempted Bangladeshi exports to Nepal and Bhutan, as such trade facilitation is mandatory for landlocked countries under the framework of provisions of the World Trade Organisation (WTO). India-Bangladesh relation has nosedived after Yunus failed to contain attacks on minorities, especially Hindus, in that country after the fall of Sheikh Hasina's Awami League government in August last year. (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",2025-05-03 04:59:32,Positive
https://sports.ndtv.com/cricket/were-just-eager-to-do-our-best-gujarat-titans-captain-shubman-gill-after-win-over-srh-8315936,"""We're Just Eager To Do Our Best"": Gujarat Titans Captain Shubman Gill After Win Over SRH",Press Trust of India,,2025-05-03 04:59:35,Neutral
https://www.ndtv.com/india-news/pahalgam-attack-charanji-singh-channi-surgical-strike-balakot-strike-congress-bjp-visit-pak-and-check-bjp-after-congress-mp-demands-surgical-strike-pr-8315975,"""Visit Pak And Check"": BJP After Congress MP Demands Surgical Strike Proof","May 03, 2025 00:29 am IST","Days after the Congress asked its leaders to stick to the party line on the Pahalgam terror attack, in which 26 people were killed, its MP Charanjit Singh Channi has found himself at the receiving end of a volley by the BJP after demanding proof of the surgical strike carried out against Pakistan in 2016. Mr Channi later said he had not sought proof and that the Congress stands with the government ""like a rock"" as it takes measures against Pakistan following last week's attack.  Addressing a press conference on Friday after a meeting of the Congress Working Committee (CWC) - the party's highest decision-making body - in which a strong resolution urging the Centre to penalise Pakistan for the Pahalgam attack was passed, Mr Channi said the surgical strike ""could not be seen"". Appearing to confuse the 2019 Balakot air strike and the 2016 surgical strike, Mr Channi, who is a former Punjab chief minister, said in Hindi, ""If a bomb is dropped on our country, would we not know? They say we had conducted a surgical strike in Pakistan... nothing happened, the surgical strikes could not be seen, nobody found out."" Asked if he was seeking proof of the strike, Mr Channi continued, ""I have been demanding it since the beginning. But the need of the hour is to heal the wounds of the people of our country. We demand that (the Centre) do something, identify (those behind the Pahalgam attack) and punish them."" The BJP pounced on Mr Channi's remarks and accused him and the Congress of questioning the armed forces. Party leader and Delhi Minister Manjinder Singh Sirsa said in Hindi, ""The Congress has questioned the Army and the Air Force again. Charanjit Singh Channi has said again that he does not believe that the surgical strike was carried out and that he wants proof. What kind of mindset does the Congress and the Gandhi family have that they repeatedly accuse the Army and Air Force of lying and say that Pakistan is telling the truth? This is despite Pakistan itself saying the surgical strike was carried out."" Mr Sirsa also accused the Congress MP of indulging in politics at a time when people have lost their lives in a terror attack. ""If you want proof so badly, visit Pakistan with (Congress MP and Leader of the Opposition) Rahul Gandhi and check where the surgical strike was done,"" he added. BJP Spokesperson Pradeep Bhandari also accused the Congress of ""defending Pakistani terror"".  SICK!Rahul Gandhi's Congress continues to defend Pakistani terror!Now Charanjeet Singh Channi questions our forces.Why is Congress demoralising our forces at this critical time.Congress is taking orders directly from Pakistan!#PehalgamTerroristAttackpic.twitter.com/b2MIexdAQA  Sharing a video of Mr Channi's remarks, Mr Bhandari wrote on X: ""SICK! Rahul Gandhi's Congress continues to defend Pakistani terror! Now Charanjeet Singh Channi questions our forces. Why is Congress demoralising our forces at this critical time. Congress is taking orders directly from Pakistan!"" Later in the evening, Mr Channi said he had not sought proof of the surgical strike. ""I have said earlier as well that the Congress party, in this hour of grief, is standing by the government. If the government disrupts their (Pakistan's) water supply, air or whatever action it takes, we are standing like a rock with it,"" he was quoted as saying by news agency PTI. ""You talked about surgical strikes. We do not ask for proof and no evidence has been sought for it.... The issue today is that we want justice for the families of the victims and the country. We are standing with the government,"" he said. Uri Attack, Response In September 2016, the Army's brigade headquarters was attacked near the town of Uri in Jammu and Kashmir by four terrorists from the Pakistan-based terror organisation Jaish-e-Mohammed. The terrorists lobbed grenades and opened fire, after which a gunbattle began. The attack claimed the lives of 19 soldiers and over 20 others were injured. Days later, on September 29, Indian Army teams crossed the Line of Control and attacked terror launch pads in Pakistan-occupied Kashmir. Several terrorists were killed in the surgical strike and the Army said it had taken the action because it had received intelligence that terrorist attacks were being planned against India. Congress Resolution In its resolution, the Congress Working Committee said this was the time to teach Pakistan a lesson and curb terrorism effectively. ""The masterminds and perpetrators of this cowardly attack must face full consequences for their actions. The Congress urges the Government of India to act with firmness, strategic clarity and international coordination to isolate and penalise Pakistan for its continued export of terror into our territory,"" the resolution stated. ""The entire country awaits accountability, answers and justice. In the face of such an unforgivable provocation, the Congress believes this is not a time for politics but a moment that calls for unity, strength, and national resolve,"" the CWC said.",2025-05-03 04:59:37,Negative
https://sports.ndtv.com/cricket/ipl-2025-points-table-orange-cap-purple-cap-mi-retain-top-spot-gt-gain-2-positions-to-move-to-8315821,"IPL 2025 Points Table, Orange Cap, Purple Cap: MI Retain Top Spot, GT Gain 2 Positions To Move To...",NDTV Sports Desk,,2025-05-03 04:59:40,Neutral
https://www.ndtv.com/world-news/us-man-gets-53-year-jail-for-hate-crime-that-killed-palestinian-child-report-8315878,US Man Gets 53 Year Jail For Hate Crime That Killed Palestinian Child: Report,"May 02, 2025 23:55 pm IST","A man from Illinois was sentenced on Friday to 53 years in prison after a jury convicted him of the murder of a 6-year-old Palestinian American boy and the severe wounding of his mother in an October 2023 hate crime stabbing, The Chicago Sun-Times reported. Joseph Czuba, 73, stabbed and killed Wadee Alfayoumi and knifed Hanan Shaheen days after U.S. ally Israel began its war on Gaza following Palestinian Hamas militants' October 7, 2023, attack on southern Israel. Prosecutors said the stabbing - one of the earliest and worst hate crime incidents in the U.S. since the start of the war - was sparked by anti-Muslim hatred. U.S. rights advocates have noted rising Islamophobia, anti-Arab hate and antisemitism. Czuba, who was the landlord for Shaheen and her son, stabbed the boy 26 times with a military-style knife with a 7-inch (18-cm) serrated blade, authorities said. Shaheen suffered multiple stab wounds in the attack that occurred in Plainfield Township, about 40 miles (64 km) southwest of Chicago.  Czuba was found guilty in late February. Shaheen testified during the trial that Czuba told her ""you, as a Muslim, must die."" Other recent incidents raising alarm in the U.S. about anti-Arab and anti-Palestinian prejudice include the attempted drowning of a 3-year-old Palestinian American girl and the stabbing of a Palestinian American man, both in Texas. Incidents raising alarm over antisemitism and anti-Israel attitudes include an unsuccessful plot to attack a New York Jewish center and an arson attack on Pennsylvania Governor Josh Shapiro's residence. Hate incidents have also been reported during protests and counter-protests related to the war. (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",2025-05-03 04:59:42,Negative
https://www.ndtv.com/india-news/graduate-arrested-for-harassing-maharashtra-bjp-minister-pankaja-munde-over-phone-police-8315869,Graduate Arrested For 'Harassing' Minister Pankaja Munde Over Phone: Police,"May 02, 2025 23:55 pm IST","The cyber wing of the state police on Friday apprehended a 25-year-old engineering graduate for allegedly harassing Maharashtra environment minister Pankaja Munde with repeated phone calls and messages, an official said. The accused was identified as Amol Chhaganrao Kale, a resident of Beed district. He was held from Bhosri near Pune, an official said. Ms Munde, a BJP leader, had been receiving repeated calls and messages on her personal mobile number for the last couple of days, following which a complaint was filed with Maharashtra Cyber. A case was registered under section 78 (stalking), 79 (acts or words intended to insult modesty of woman) of the Bharatiya Nyaya Sanhita (BNS) and relevant provisions of the Information Technology (IT) Act, and the user of the mobile number was tracked down.  Kale was being questioned to ascertain his motives, said the official. (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",2025-05-03 04:59:45,Negative
https://sports.ndtv.com/cricket/gujarat-titans-vs-sunrisers-hyderabad-live-score-ipl-2025-gt-vs-srh-live-updates-shubman-gill-pat-cummins-abhishek-sharma-8312439,"Gujarat Titans vs Sunrisers Hyderabad Highlights, IPL 2025: Shubman Gill Leads From The Front; GT All But Eliminate SRH From IPL 2025",NDTV Sports Desk,,2025-05-03 04:59:49,Neutral
https://www.ndtv.com/world-news/canada-pm-carney-vows-to-transform-canada-economy-to-stand-up-to-trump-8315820,Mark Carney Vows To Transform Canada's Economy,"May 02, 2025 23:47 pm IST","Prime Minister Mark Carney promised Friday to oversee the biggest transformation of Canada's economy since the end of the Second World War to enable it to ""stand up"" to Donald Trump. Mark Carney led the Liberal Party to a dramatic fourth mandate in elections on Monday after a campaign focused on the US president's threats to Canada's economy and sovereignty. Liberals fell just short of the 172 seats needed for majority control of parliament, but with 168 confirmed wins they will be in a strong position to pass legislation. At his first press conference since his victory, Mark Carney struck a determined note. Known for weighing his words carefully, he said that he was ""in politics to do great things, not to be something.""  ""And now that Canadians have honored me with a mandate to bring about big changes quickly, I will work relentlessly to fulfill that trust."" Canada's strained relations with the United States -- its historically close ally and biggest trading partner -- were his ""immediate priorities,"" he said, announcing a trip to Washington next Tuesday to meet with Trump on trade and security issues. Canadians, he noted, elected him ""to stand up to President Trump,"" adding that he will act ""with focus and determination."" ""Our focus will be on both immediate trade pressures and the broader future economic and security relationship between our two sovereign nations,"" said Carney. But he warned also not to expect any ""white smoke"" from their first meeting signaling a sudden breakthrough. Carney reiterated his message from throughout the campaign that he believes the old relationship between the two North American neighbors ""based on steadily increasing integration is over."" ""The questions now are how our nations will cooperate in the future,"" he said. Trump ""respects strength,"" he added, explaining that this was why he was preparing the country for major changes. The Conservatives, the main opposition party, as well as the Bloc Quebecois (the third-largest party in Parliament), both called for unity after the elections. Carney, who previously headed the Bank of Canada and the Bank of England, promised to maintain tariffs on American products as long as Washington's measures were in place. - 'Economic destiny' - ""This will be an incredibly exciting time as we take control of our economic destiny to create a new Canadian economy,"" Carney said. To this end, he promised to abolish existing trade barriers between provinces in Canada by July 1, and to strengthen trade with ""reliable allies."" ""Canada has what the world needs, and we uphold the values the world respects,"" he said. He announced also that he would unveil his new minority Liberal government in the week of May 12 and that parliament would return on May 26. King Charles III -- Canada's head of state, as it is a British Commonwealth country -- will deliver the opening speech, Carney said. ""This is a historic honor which matches the weigh of our times,"" he emphasized. ""It clearly demonstrates the sovereignty of our country,"" he said in a pointed reference to Trump's ambitions to make Canada the 51st American state. The ceremonial speech, which marks the opening of a new session of the Canadian Parliament, is usually delivered by the governor general, who is the King's representative in the country. (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",2025-05-03 04:59:51,Positive
https://sports.ndtv.com/cricket/shubman-gill-loses-cool-engages-in-heated-chat-with-umpire-srh-star-abhishek-sharma-does-this-8315774,"Shubman Gill Loses Cool, Engages In Heated Chat With Umpire. SRH Star Does This",NDTV Sports Desk,,2025-05-03 05:00:03,Neutral
https://www.ndtv.com/india-news/complaint-against-sonu-nigam-for-hurting-kannadigas-sentiment-during-show-bengaluru-pahalgam-terror-attack-8315762,Complaint Against Sonu Nigam For 'Hurting' Kannadigas' Sentiments During Show,"May 02, 2025 23:40 pm IST","President of the Bengaluru city district unit of Karnataka Rakshana Vedike (KRV) - a pro-Kannada organisation - lodged a police complaint against singer Sonu Nigam, saying that his statements have deeply hurt the sentiments of the Kannadiga community, incited hatred among various linguistic communities in Karnataka, and are likely to provoke violence. This complaint was lodged against the renowned singer for allegedly making objectionable and emotionally provocative statements during a musical event held on April 25-26 atEast Point Collegeof Engineering and Technology, Virgonagar, Bengaluru.  Dharmaraj A, President of the Bengaluru City District Unit of Karnataka Rakshana Vedike, submitted the complaint. ""This complaint is lodged against the renowned singer Shri Sonu Nigam for making objectionable and emotionally provocative statements during a musical event held on April 25, 26, at East Point College of Engineering and Technology, Virgonagar, Bengaluru, which falls under your police station's jurisdiction. His statements have deeply hurt the sentiments of the Kannadiga community, incited hatred among various linguistic communities in Karnataka, and are likely to provoke violence. A video of Shri Sonu Nigam's statement has gone viral, causing widespread outrage among millions of Kannadigas across the state,"" reads the complaint. ""On April 25, 26, during a musical event at East Point College, it is reported that a student requested Sonu Nigam to sing a Kannada song. In response, Nigam made an objectionable statement, saying, ""Kannada, Kannada, Kannada, this is exactly why the incident happened in Pahalgam."" He referenced the terrorist attack that occurred in Pahalgam, Jammu and Kashmir, on April 22, where 26 tourists were killed. By linking a simple request to sing a Kannada song to a terrorist act, Nigam insulted the Kannadiga community and equated their cultural pride and linguistic identity with violence and intolerance,"" the complaint further said. These statements were recorded in a video that has gone viral on social media and has been reported by various news channels, leading to widespread anger among Kannadigas and raising concerns about potential attacks on Kannadigas in different parts of the country. ""Shri Sonu Nigam's statements are objectionable, divisive, and harmful to communal harmony. They violate the following sections of the Bharatiya Nyaya Sanhita (BNS), 2023."" The complaint further reads, ""Sonu Nigam's statements have caused severe distress to the Kannadiga community. By equating a simple cultural request to sing a Kannada song with a terrorist act, Shri Nigam has portrayed Kannadigas as intolerant or violent, which is contrary to their peace-loving and harmonious nature. His statement risks sparking linguistic unrest in Karnataka, a state known for its diversity. Coming from a public figure like Shri Sonu Nigam, who has a vast following, such statements create a negative perception of Kannadigas and foster division among communities, endangering communal harmony."" ""In this regard, I request that a complaint be registered against Shri Sonu Nigam under BNS Sections 352(1), 351(2), and 353 for promoting enmity, criminal defamation, and outraging linguistic sentiments, and that appropriate legal action be taken. I urge you to thoroughly investigate this incident, collect video evidence from the event, and record statements from witnesses present at East Point College on April 30, 2025, to ensure justice for the Kannadiga community and prevent such divisive statements in the future. ""I am ready to fully cooperate during the investigation and provide additional information if required. I kindly request that you take immediate action on this serious offense to safeguard the harmony and unity of our society. Yours faithfully, Dharmaraj A., District President, Bengaluru District, Karnataka Rakshana Vedike, Bengaluru."" Kannadigas and Kannada cinema artists are outraged against the singer on social media. Pro-Kannada organizations have demanded that Sonu Nigam apologize. (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",2025-05-03 05:00:05,Negative
https://www.ndtv.com/world-news/un-judge-jailed-for-6-years-for-modern-slavery-offences-8315738,UN Judge Jailed For 6 Years For Modern Slavery Offences,"May 02, 2025 23:31 pm IST","A UK court on Friday jailed a United Nations judge for six years and four months after she was found guilty of forcing a young woman to work as her maid. Ugandan judge Lydia Mugambe, 50, was convicted under Britain's Modern Slavery Act of taking ""advantage of her status"" over the victim while studying law at Oxford University. The jury at Oxford Crown Court found Mugambe guilty of conspiring to break UK immigration law, facilitating travel with a view to exploitation, forcing someone to work, and conspiracy to intimidate a witness. The court was told Mugambe, who is also a High Court judge in Uganda, forced the victim to work as her maid and provide childcare for free, while preventing her from holding a steady job.  Judge David Foxton outlined Mugambe's legal accomplishments in his sentence, adding that it was a ""very sad case"". Mugambe engaged in ""illegal folly"" to arrange for the young woman, who cannot be named for legal reasons, to come to the UK. She was also convicted of trying to intimidate the woman to persuade her to drop the case. The court was told in a written statement during the trial that the victim described living in ""almost constant fear"" as a result of Mugambe's powerful standing in their home country. (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",2025-05-03 05:00:07,Negative
https://www.ndtv.com/india-news/allahabad-high-court-refuses-to-intervene-in-plea-against-robert-vadra-over-pahalgam-remarks-8315695,Court Refuses To Intervene In Plea Against Robert Vadra Over Pahalgam Remarks,"May 02, 2025 23:25 pm IST","The Allahabad High Court on Friday refused to intervene in a petition filed against Congress leader Priyanka Gandhi Vadra's husband, Robert Vadra, over his ""controversial"" remarks following the Pahalgam terror attack. Vadra, the son-in-law of Congress Parliamentary Party chief Sonia Gandhi and brother-in-law of party MP Rahul Gandhi, triggered a row by suggesting that non-Muslims were targeted in Pahalgam as terrorists feel that Muslims are being ""mistreated"" in the country. The Lucknow bench of the Allahabad High Court said the petitioners have other legal avenues available. A division bench of Justices Rajan Roy and Om Prakash Shukla passed the order on a petition filed by the Hindu Front for Justice and others. The petition had sought a court directive for the Centre to form a special investigation team (SIT) to probe Vadra's statement. It had also demanded action against Vadra under various provisions of the Bharatiya Nyaya Sanhita (BNS).  Twenty-six people, mostly tourists, were killed and several injured when terrorists opened fire at a meadow near the popular tourist town of Pahalgam in south Kashmir's Anantnag district on April 22. (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",2025-05-03 05:00:11,Positive
https://www.ndtv.com/india-news/restore-peace-security-and-constitutional-order-in-manipur-says-meitei-alliance-8315625,"""Restore Peace, Security And Constitutional Order In Manipur"": Meitei Alliance","May 03, 2025 01:17 am IST","An influential global umbrella body of Manipur's Meitei community today appealed to the central government to take immediate and decisive action to end the suspension of operations (SoO) agreement with Kuki militant groups and take firm steps to end terrorism. The statement came as the state entered a second year of living under immense hardships after the outbreak of ethnic violence between the Meitei community and the Kuki tribes on May 3, 2023. Recalling how the violence began two years ago to this day, the Meitei Alliance alleged armed aggression from Kuki militant groups funded by drug money carried out strategically orchestrated attacks to disrupt communal harmony and coerce the Manipur government into stopping its actions against cross-border drug trafficking, illegal opium poppy cultivation, encroachments on protected forest lands, and illegal immigration from Myanmar. ""Since then, Manipur has endured sustained unrest, severely affecting peace, security, and normal life across the state... Despite assuming control over the state's law and order situation, the central government's delayed and inadequate response allowed Kuki militants - operating under the SoO agreement - to carry out coordinated attacks against Meitei civilians,"" the Meitei Alliance said in the statement. ""The subsequent establishment of buffer zones by central forces, ostensibly to prevent further violence, inadvertently facilitated the creation of de facto enclaves that have since served as launchpads for continued terrorist operations targeting civilians,"" it said. The Meitei Alliance put forward seven points of actions that it suggested the Centre should consider taking up. One of the points stressed on intensifying the war on drugs campaign, including the complete eradication of illegal opium poppy cultivation. It sought carrying out the National Register of Citizens (NRC) exercise to detect foreigners.  ""Identify and deport illegal migrants from neighbouring countries. Dismantle artificial buffer zones and ensure unrestricted movement of all citizens across the state,"" the Meitei Alliance said. The Centre's order to ensure free movement across Manipur failed after the Kuki tribes protested against the decision.  ""The people of Manipur continue to suffer under the weight of prolonged violence and uncertainty. It is time for the government to act with resolve and ensure that the fundamental rights, safety, and dignity of every citizen are restored and protected,"" the Meitei Alliance said. The Meitei Alliance is one of the two organisations - the other is a key civil body of the indigenous distinct tribe Thadou - that met for the first time on a common platform and for a common goal since the outbreak of ethnic violence in Manipur in May 2023. The Meitei Alliance and the Thadou Inpi Manipur on March 8 called the development a ""significant and historic moment"". The Kuki tribes and the Meiteis have been fighting since May 2023 over a range of issues such as land rights and political representation.",2025-05-03 05:00:14,Negative
https://www.ndtv.com/world-news/donald-trump-eyes-huge-woke-cuts-in-budget-blueprint-8315623,Donald Trump Eyes Huge 'Woke' Cuts In Budget Blueprint,"May 02, 2025 23:11 pm IST","US President Donald Trump on Friday eyed massive cuts targeting ""woke"" and ""wasteful"" spending in his first budget blueprint since he returned to power, while boosting defense and border security. Republican Trump aims to cut non-defense spending by a huge $163 billion -- or 22 percent -- in 2026 as he digs in on the conservative, cost-cutting drive led by billionaire Elon Musk. Donald Trump would also massively cut foreign aid even while stepping up defense spending to $1.01 trillion and pouring money into homeland security as part of his anti-immigration drive. But the budget proposal is more of a wish-list at the start of Trump's second term and he faces a bitter battle in Congress, with Democrats calling it a ""gut punch"" that hammers health and education.  The White House said that many of the proposed cuts stemmed from the radical efforts by Musk's Department of Government Efficiency to slash the US government. ""We're joined at the hip with DOGE,"" an official from the White House's Office of Management and Budget told reporters in a call on condition of anonymity. ""This is a pretty historic effort to deal with the bureaucracy,"" the official said. ""It is woke and it is wasteful, and dividing us on the basis of race and identity in the country and honestly weaponized against it."" The White House provided an entire fact sheet on cuts to ""woke programs"", saying it was ""eliminating radical gender and racial ideologies that poison the minds of Americans"" and countering ""cultural Marxism."" Donald Trump's budget would also confirm the blow to foreign aid that his administration has already delivered since his inauguration in January. It would formalize the closure of the US international development agency USAID, dramatic cuts to which have already been widely criticized around the world. US Secretary of State Marco Rubio posted a link to the budget proposal on X, saying that thanks to Trump ""common sense leadership has been restored."" ""For far too long, Americans have had little to no return on their investment. Their tax dollars have been sent to unaccountable NGO's overseas to fund programs that do not serve our nation's interests. That's over,"" he said. 'Heartless' The boosts for the Pentagon and Homeland Security however reflect Trump's national security policies. US defense spending would rise 13 percent to what the OMB official called ""truly historic"" levels comparable to those last seen under Republican president Ronald Reagan in the 1980s. Homeland Security spending would rise a giant 65 percent as part of Trump's policy priority of cracking down on what he calls an ""invasion"" of undocumented migrants. Together the spending boost would ""at long last, fully secure our border,"" OMB chief Russ Vought said in a letter to Congress accompanying the budget proposal. The so-called ""skinny budget"" is often described as a wish-list that comes ahead of full budget proposals later in the year that must be agreed with Congress. But it is a revealing summary of Trump's focus in his new term, in which he has already sought to reshape the US government in his image. The Republican leader of the House of Representatives, Mike Johnson, hailed it as a ""bold blueprint."" But Republican leaders are already struggling to pass what Trump has called a ""big, beautiful bill"" for sweeping tax cuts. Top Senate Democrat Chuck Schumer said his party would ""fight this heartless budget with everything we've got."" ""Donald Trump's days of pretending to be a populist are over. His policies are nothing short of an all out assault on hardworking Americans,"" Schumer said in a statement. (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",2025-05-03 05:00:16,Positive
